DateTime;Voltage/V;Current/A;Power Factor;Actual Consumption/W;Apparent Consumption/W
16/06/2020 20:02;229.3;0.038;0.01;0.0871;8.7134
16/06/2020 20:03;229.1;0.038;0.01;0.0871;8.7058
16/06/2020 20:04;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 20:05;229.1;0.038;0.01;0.0871;8.7058
16/06/2020 20:06;229.1;0.038;0.01;0.0871;8.7058
16/06/2020 20:07;229.3;0.038;0.01;0.0871;8.7134
16/06/2020 20:08;229.4;0.038;0.01;0.0872;8.7172
16/06/2020 20:09;229.4;0.038;0.01;0.0872;8.7172
16/06/2020 20:10;229.2;0.038;0.01;0.0871;8.7096
16/06/2020 20:11;229.2;0.038;0.01;0.0871;8.7096
16/06/2020 20:12;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:13;229.5;0.038;0.01;0.0872;8.7210
16/06/2020 20:14;229.4;0.038;0.01;0.0872;8.7172
16/06/2020 20:15;229.8;0.038;0.01;0.0873;8.7324
16/06/2020 20:16;229.8;0.038;0.01;0.0873;8.7324
16/06/2020 20:17;229.9;0.038;0.01;0.0874;8.7362
16/06/2020 20:18;230.1;0.038;0.01;0.0874;8.7438
16/06/2020 20:19;229.5;0.038;0.01;0.0872;8.7210
16/06/2020 20:20;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:21;229.5;0.038;0.01;0.0872;8.7210
16/06/2020 20:22;229.5;0.038;0.01;0.0872;8.7210
16/06/2020 20:23;229.7;0.038;0.01;0.0873;8.7286
16/06/2020 20:24;229.7;0.038;0.01;0.0873;8.7286
16/06/2020 20:25;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:26;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:27;229.3;0.038;0.01;0.0871;8.7134
16/06/2020 20:28;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:29;229.7;0.038;0.01;0.0873;8.7286
16/06/2020 20:30;229.5;0.038;0.01;0.0872;8.7210
16/06/2020 20:31;229.4;0.038;0.01;0.0872;8.7172
16/06/2020 20:32;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:33;229.5;0.038;0.01;0.0872;8.7210
16/06/2020 20:34;229.3;0.038;0.01;0.0871;8.7134
16/06/2020 20:35;229.3;0.038;0.01;0.0871;8.7134
16/06/2020 20:36;229.2;0.038;0.01;0.0871;8.7096
16/06/2020 20:37;229.6;0.038;0.01;0.0872;8.7248
16/06/2020 20:38;229.8;0.038;0.01;0.0873;8.7324
16/06/2020 20:39;229.7;0.038;0.01;0.0873;8.7286
16/06/2020 20:40;230.0;0.038;0.01;0.0874;8.7400
16/06/2020 20:41;230.0;0.038;0.01;0.0874;8.7400
16/06/2020 20:42;229.9;0.038;0.01;0.0874;8.7362
16/06/2020 20:43;229.7;0.038;0.01;0.0873;8.7286
16/06/2020 20:44;229.7;0.038;0.01;0.0873;8.7286
16/06/2020 20:45;229.2;0.038;0.01;0.0871;8.7096
16/06/2020 20:46;229.1;0.038;0.01;0.0871;8.7058
16/06/2020 20:47;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 20:48;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 20:49;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 20:50;228.7;0.038;0.01;0.0869;8.6906
16/06/2020 20:51;228.5;0.038;0.01;0.0868;8.6830
16/06/2020 20:52;228.3;0.038;0.01;0.0868;8.6754
16/06/2020 20:53;228.3;0.038;0.01;0.0868;8.6754
16/06/2020 20:54;228.4;0.038;0.01;0.0868;8.6792
16/06/2020 20:55;228.4;0.038;0.01;0.0868;8.6792
16/06/2020 20:56;228.4;0.038;0.01;0.0868;8.6792
16/06/2020 20:57;228.6;0.038;0.01;0.0869;8.6868
16/06/2020 20:58;228.6;0.038;0.01;0.0869;8.6868
16/06/2020 20:59;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:00;228.7;0.038;0.01;0.0869;8.6906
16/06/2020 21:01;228.2;0.038;0.01;0.0867;8.6716
16/06/2020 21:02;228.5;0.038;0.01;0.0868;8.6830
16/06/2020 21:03;228.4;0.038;0.01;0.0868;8.6792
16/06/2020 21:04;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:05;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:06;228.7;0.038;0.01;0.0869;8.6906
16/06/2020 21:07;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:08;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:09;228.5;0.038;0.01;0.0868;8.6830
16/06/2020 21:10;228.1;0.038;0.01;0.0867;8.6678
16/06/2020 21:11;228.2;0.037;0.01;0.0844;8.4434
16/06/2020 21:12;228.2;0.038;0.01;0.0867;8.6716
16/06/2020 21:13;228.2;0.038;0.01;0.0867;8.6716
16/06/2020 21:14;228.2;0.038;0.01;0.0867;8.6716
16/06/2020 21:15;228.3;0.038;0.01;0.0868;8.6754
16/06/2020 21:16;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:17;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 21:18;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 21:19;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 21:20;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:21;228.5;0.038;0.01;0.0868;8.6830
16/06/2020 21:22;228.6;0.038;0.00;0.0000;8.6868
16/06/2020 21:23;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:24;228.7;0.038;0.01;0.0869;8.6906
16/06/2020 21:25;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:26;228.8;0.038;0.01;0.0869;8.6944
16/06/2020 21:27;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:28;228.5;0.038;0.01;0.0868;8.6830
16/06/2020 21:29;228.5;0.038;0.01;0.0868;8.6830
16/06/2020 21:30;228.6;0.038;0.01;0.0869;8.6868
16/06/2020 21:31;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 21:32;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 21:33;229.0;0.038;0.01;0.0870;8.7020
16/06/2020 21:34;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:35;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:36;228.7;0.038;0.01;0.0869;8.6906
16/06/2020 21:37;228.6;0.038;0.01;0.0869;8.6868
16/06/2020 21:38;228.9;0.038;0.01;0.0870;8.6982
16/06/2020 21:39;228.7;0.038;0.01;0.0869;8.6906
16/06/2020 21:40;228.6;0.223;0.57;29.0573;50.9778
16/06/2020 21:41;228.6;0.260;0.82;48.7375;59.4360
16/06/2020 21:42;228.7;0.227;0.80;41.5319;51.9149
16/06/2020 21:43;228.8;0.233;0.80;42.6483;53.3104
16/06/2020 21:44;228.8;0.219;0.80;40.0858;50.1072
16/06/2020 21:45;228.6;0.227;0.80;41.5138;51.8922
16/06/2020 21:46;228.1;0.225;0.80;41.0580;51.3225
16/06/2020 21:47;228.0;0.210;0.80;38.3040;47.8800
16/06/2020 21:48;228.2;0.232;0.80;42.3539;52.9424
16/06/2020 21:49;228.2;0.234;0.81;43.2530;53.3988
16/06/2020 21:50;228.1;0.226;0.80;41.2405;51.5506
16/06/2020 21:51;228.2;0.233;0.81;43.0682;53.1706
16/06/2020 21:52;228.3;0.235;0.80;42.9204;53.6505
16/06/2020 21:53;228.6;0.238;0.81;44.0695;54.4068
16/06/2020 21:54;228.6;0.251;0.81;46.4767;57.3786
16/06/2020 21:55;228.7;0.244;0.81;45.2003;55.8028
16/06/2020 21:56;228.9;0.239;0.81;44.3128;54.7071
16/06/2020 21:57;229.1;0.241;0.81;44.7226;55.2131
16/06/2020 21:58;229.0;0.234;0.81;43.4047;53.5860
16/06/2020 21:59;228.9;0.265;0.82;49.7400;60.6585
16/06/2020 22:00;228.7;0.265;0.82;49.6965;60.6055
16/06/2020 22:01;228.6;0.228;0.80;41.6966;52.1208
16/06/2020 22:02;228.4;0.242;0.81;44.7710;55.2728
16/06/2020 22:03;228.6;0.237;0.81;43.8843;54.1782
16/06/2020 22:04;228.7;0.229;0.80;41.8978;52.3723
16/06/2020 22:05;228.8;0.244;0.81;45.2200;55.8272
16/06/2020 22:06;228.9;0.245;0.81;45.4252;56.0805
16/06/2020 22:07;228.9;0.238;0.81;44.1273;54.4782
16/06/2020 22:08;229.0;0.239;0.81;44.3321;54.7310
16/06/2020 22:09;229.2;0.233;0.80;42.7229;53.4036
16/06/2020 22:10;229.6;0.212;0.79;38.4534;48.6752
16/06/2020 22:11;229.7;0.209;0.79;37.9258;48.0073
16/06/2020 22:12;229.7;0.227;0.80;41.7135;52.1419
16/06/2020 22:13;229.8;0.224;0.80;41.1802;51.4752
16/06/2020 22:14;230.2;0.217;0.80;39.9627;49.9534
16/06/2020 22:15;230.2;0.218;0.80;40.1469;50.1836
16/06/2020 22:16;230.0;0.221;0.80;40.6640;50.8300
16/06/2020 22:17;230.1;0.223;0.80;41.0498;51.3123
16/06/2020 22:18;230.0;0.228;0.80;41.9520;52.4400
16/06/2020 22:19;229.8;0.214;0.80;39.3418;49.1772
16/06/2020 22:20;229.8;0.216;0.80;39.7094;49.6368
16/06/2020 22:21;229.9;0.215;0.80;39.5428;49.4285
16/06/2020 22:22;229.8;0.219;0.80;40.2610;50.3262
16/06/2020 22:23;229.5;0.220;0.80;40.3920;50.4900
16/06/2020 22:24;228.9;0.224;0.80;41.0189;51.2736
16/06/2020 22:25;228.9;0.217;0.80;39.7370;49.6713
16/06/2020 22:26;228.9;0.252;0.81;46.7231;57.6828
16/06/2020 22:27;228.5;0.255;0.82;47.7793;58.2675
16/06/2020 22:28;228.2;0.240;0.81;44.3621;54.7680
16/06/2020 22:29;228.3;0.246;0.81;45.4911;56.1618
16/06/2020 22:30;228.1;0.247;0.82;46.1994;56.3407
16/06/2020 22:31;227.6;0.227;0.81;41.8488;51.6652
16/06/2020 22:32;227.3;0.233;0.81;42.8983;52.9609
16/06/2020 22:33;227.3;0.241;0.81;44.3712;54.7793
16/06/2020 22:34;226.9;0.241;0.81;44.2931;54.6829
16/06/2020 22:35;226.7;0.230;0.81;42.2342;52.1410
16/06/2020 22:36;227.1;0.227;0.81;41.7569;51.5517
16/06/2020 22:37;227.0;0.230;0.81;42.2901;52.2100
16/06/2020 22:38;226.9;0.239;0.81;43.9256;54.2291
16/06/2020 22:39;227.2;0.215;0.80;39.0784;48.8480
16/06/2020 22:40;227.0;0.284;0.83;53.5084;64.4680
16/06/2020 22:41;227.7;0.227;0.81;41.8672;51.6879
16/06/2020 22:42;227.9;0.223;0.81;41.1656;50.8217
16/06/2020 22:43;227.5;0.221;0.81;40.7248;50.2775
16/06/2020 22:44;228.0;0.219;0.81;40.4449;49.9320
16/06/2020 22:45;227.8;0.222;0.81;40.9630;50.5716
16/06/2020 22:46;227.7;0.224;0.81;41.3139;51.0048
16/06/2020 22:47;227.9;0.231;0.81;42.6424;52.6449
16/06/2020 22:48;227.8;0.230;0.81;42.4391;52.3940
16/06/2020 22:49;228.2;0.245;0.81;45.2863;55.9090
16/06/2020 22:50;228.0;0.228;0.81;42.1070;51.9840
16/06/2020 22:51;227.9;0.230;0.81;42.4578;52.4170
16/06/2020 22:52;228.3;0.229;0.81;42.3474;52.2807
16/06/2020 22:53;228.1;0.234;0.81;43.2341;53.3754
16/06/2020 22:54;228.1;0.232;0.81;42.8646;52.9192
16/06/2020 22:55;227.9;0.219;0.80;39.9281;49.9101
16/06/2020 22:56;227.6;0.209;0.80;38.0547;47.5684
16/06/2020 22:57;228.3;0.197;0.79;35.5303;44.9751
16/06/2020 22:58;228.2;0.200;0.79;36.0556;45.6400
16/06/2020 22:59;228.0;0.209;0.79;37.6451;47.6520
16/06/2020 23:00;227.7;0.202;0.79;36.3364;45.9954
16/06/2020 23:01;227.4;0.211;0.80;38.3851;47.9814
16/06/2020 23:02;226.7;0.197;0.79;35.2813;44.6599
16/06/2020 23:03;226.5;0.208;0.79;37.2185;47.1120
16/06/2020 23:04;225.7;0.191;0.78;33.6248;43.1087
16/06/2020 23:05;225.2;0.207;0.79;36.8270;46.6164
16/06/2020 23:06;225.5;0.203;0.79;36.1634;45.7765
16/06/2020 23:07;225.5;0.192;0.78;33.7709;43.2960
16/06/2020 23:08;226.0;0.192;0.78;33.8458;43.3920
16/06/2020 23:09;226.0;0.201;0.79;35.8865;45.4260
16/06/2020 23:10;226.1;0.182;0.78;32.0972;41.1502
16/06/2020 23:11;225.9;0.162;0.77;28.1788;36.5958
16/06/2020 23:12;226.3;0.189;0.78;33.3611;42.7707
16/06/2020 23:13;226.8;0.169;0.77;29.5135;38.3292
16/06/2020 23:14;227.1;0.153;0.76;26.4072;34.7463
16/06/2020 23:15;227.3;0.160;0.76;27.6397;36.3680
16/06/2020 23:16;227.2;0.154;0.76;26.5915;34.9888
16/06/2020 23:17;227.5;0.158;0.76;27.3182;35.9450
16/06/2020 23:18;227.5;0.151;0.76;26.1079;34.3525
16/06/2020 23:19;227.4;0.166;0.76;28.6888;37.7484
16/06/2020 23:20;227.3;0.171;0.77;29.9286;38.8683
16/06/2020 23:21;227.3;0.174;0.77;30.4537;39.5502
16/06/2020 23:22;227.5;0.182;0.77;31.8819;41.4050
16/06/2020 23:23;227.4;0.192;0.77;33.6188;43.6608
16/06/2020 23:24;227.5;0.173;0.77;30.3053;39.3575
16/06/2020 23:25;227.3;0.179;0.77;31.3288;40.6867
16/06/2020 23:26;227.1;0.186;0.77;32.5253;42.2406
16/06/2020 23:27;227.2;0.191;0.78;33.8483;43.3952
16/06/2020 23:28;227.1;0.157;0.76;27.0976;35.6547
16/06/2020 23:29;226.9;0.160;0.76;27.5910;36.3040
16/06/2020 23:30;227.2;0.157;0.75;26.7528;35.6704
16/06/2020 23:31;226.8;0.163;0.76;28.0960;36.9684
16/06/2020 23:32;226.8;0.153;0.75;26.0253;34.7004
16/06/2020 23:33;228.1;0.143;0.75;24.4637;32.6183
16/06/2020 23:34;228.1;0.151;0.75;25.8323;34.4431
16/06/2020 23:35;228.0;0.153;0.75;26.1630;34.8840
16/06/2020 23:36;227.9;0.160;0.76;27.7126;36.4640
16/06/2020 23:37;227.9;0.142;0.75;24.2713;32.3618
16/06/2020 23:38;228.0;0.172;0.76;29.8042;39.2160
16/06/2020 23:39;228.0;0.147;0.75;25.1370;33.5160
16/06/2020 23:40;228.4;0.148;0.74;25.0144;33.8032
16/06/2020 23:41;228.3;0.135;0.74;22.8072;30.8205
16/06/2020 23:42;228.8;0.141;0.74;23.8730;32.2608
16/06/2020 23:43;228.5;0.148;0.74;25.0253;33.8180
16/06/2020 23:44;228.6;0.138;0.73;23.0292;31.5468
16/06/2020 23:45;228.9;0.144;0.74;24.3916;32.9616
16/06/2020 23:46;228.7;0.120;0.72;19.7597;27.4440
16/06/2020 23:47;228.8;0.121;0.72;19.9331;27.6848
16/06/2020 23:48;228.8;0.137;0.73;22.8823;31.3456
16/06/2020 23:49;228.9;0.124;0.72;20.4362;28.3836
16/06/2020 23:50;229.1;0.141;0.73;23.5813;32.3031
16/06/2020 23:51;229.0;0.154;0.74;26.0968;35.2660
16/06/2020 23:52;229.1;0.138;0.73;23.0795;31.6158
16/06/2020 23:53;229.3;0.136;0.73;22.7649;31.1848
16/06/2020 23:54;228.8;0.154;0.75;26.4264;35.2352
16/06/2020 23:55;229.1;0.134;0.73;22.4106;30.6994
16/06/2020 23:56;228.7;0.137;0.73;22.8723;31.3319
16/06/2020 23:57;228.5;0.135;0.74;22.8272;30.8475
16/06/2020 23:58;228.6;0.154;0.74;26.0513;35.2044
16/06/2020 23:59;228.8;0.141;0.73;23.5504;32.2608
17/06/2020 00:00;229.0;0.147;0.73;24.5740;33.6630
17/06/2020 00:01;228.3;0.123;0.72;20.2182;28.0809
17/06/2020 00:02;228.1;0.130;0.72;21.3502;29.6530
17/06/2020 00:03;228.4;0.130;0.72;21.3782;29.6920
17/06/2020 00:04;228.3;0.125;0.72;20.5470;28.5375
17/06/2020 00:05;229.2;0.129;0.70;20.6968;29.5668
17/06/2020 00:06;229.2;0.131;0.72;21.6181;30.0252
17/06/2020 00:07;229.3;0.111;0.70;17.8166;25.4523
17/06/2020 00:08;229.5;0.106;0.66;16.0558;24.3270
17/06/2020 00:09;229.5;0.097;0.56;12.4664;22.2615
17/06/2020 00:10;229.9;0.097;0.56;12.4882;22.3003
17/06/2020 00:11;230.2;0.102;0.56;13.1490;23.4804
17/06/2020 00:12;230.7;0.106;0.58;14.1834;24.4542
17/06/2020 00:13;230.8;0.109;0.60;15.0943;25.1572
17/06/2020 00:14;230.7;0.096;0.56;12.4024;22.1472
17/06/2020 00:15;230.8;0.101;0.55;12.8209;23.3108
17/06/2020 00:16;230.3;0.119;0.61;16.7175;27.4057
17/06/2020 00:17;230.3;0.115;0.59;15.6259;26.4845
17/06/2020 00:18;230.0;0.107;0.57;14.0277;24.6100
17/06/2020 00:19;230.4;0.105;0.57;13.7894;24.1920
